Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated,Total Detected True,Total Detected Deaths True,Total Detected LB,Total Detected Deaths LB,Total Detected UB,Total Detected Deaths UB
Africa,Algeria,None,2021-05-23,125866,2394,105,398,3417,18,,,125866,3417,125866,3417
Africa,Algeria,None,2021-05-24,125960,2323,103,400,3421,17,,,125866,3417,126235,3432
Africa,Algeria,None,2021-05-25,126045,2250,101,403,3424,17,,,125866,3417,126435,3439
Africa,Algeria,None,2021-05-26,126124,2174,99,405,3427,16,,,125866,3417,126601,3445
Africa,Algeria,None,2021-05-27,126195,2097,96,408,3430,15,,,125866,3417,126746,3451
Africa,Algeria,None,2021-05-28,126260,2019,94,409,3433,15,,,125866,3417,126876,3457
Africa,Algeria,None,2021-05-29,126319,1940,91,411,3436,14,,,125866,3417,126994,3462
Africa,Algeria,None,2021-05-30,126372,1862,89,413,3438,14,,,125866,3417,127101,3466
Africa,Algeria,None,2021-05-31,126420,1783,86,414,3440,13,,,125866,3417,127199,3470
Africa,Algeria,None,2021-06-01,126463,1706,83,416,3442,13,,,125866,3417,127289,3474
Africa,Algeria,None,2021-06-02,126501,1629,81,417,3443,12,,,125866,3417,127372,3477
Africa,Algeria,None,2021-06-03,126536,1554,78,418,3445,11,,,125866,3417,127450,3480
Africa,Algeria,None,2021-06-04,126567,1480,75,419,3446,11,,,125866,3417,127521,3483
Africa,Algeria,None,2021-06-05,126594,1408,73,419,3447,10,,,125866,3417,127587,3485
Africa,Algeria,None,2021-06-06,126619,1338,70,420,3448,10,,,125866,3417,127650,3488
Africa,Algeria,None,2021-06-07,126641,1271,67,421,3449,9,,,125866,3417,127708,3490
Africa,Algeria,None,2021-06-08,126660,1205,65,421,3450,9,,,125866,3417,127762,3493
Africa,Algeria,None,2021-06-09,126677,1142,63,422,3451,8,,,125866,3417,127813,3495
Africa,Algeria,None,2021-06-10,126693,1081,60,422,3451,8,,,125866,3417,127862,3496
Africa,Algeria,None,2021-06-11,126706,1022,58,423,3452,7,,,125866,3417,127907,3499
Africa,Algeria,None,2021-06-12,126718,966,56,423,3452,7,,,125866,3417,127950,3500
Africa,Algeria,None,2021-06-13,126729,912,53,424,3453,7,,,125866,3417,127991,3502
Africa,Algeria,None,2021-06-14,126738,861,51,424,3453,6,,,125866,3417,128030,3503
Africa,Algeria,None,2021-06-15,126746,812,49,424,3454,6,,,125866,3417,128067,3505
Africa,Algeria,None,2021-06-16,126753,765,47,424,3454,6,,,125866,3417,128102,3506
Africa,Algeria,None,2021-06-17,126760,721,45,424,3454,5,,,125866,3417,128137,3507
Africa,Algeria,None,2021-06-18,126765,679,43,425,3454,5,,,125866,3417,128170,3508
Africa,Algeria,None,2021-06-19,126770,639,41,425,3455,5,,,125866,3417,128201,3510
Africa,Algeria,None,2021-06-20,126774,601,40,425,3455,4,,,125866,3417,128232,3512
Africa,Algeria,None,2021-06-21,126778,565,38,425,3455,4,,,125866,3417,128261,3513
Africa,Algeria,None,2021-06-22,126782,531,36,425,3455,4,,,125866,3417,128291,3513
Africa,Algeria,None,2021-06-23,126784,499,35,425,3455,4,,,125866,3417,128318,3514
Africa,Algeria,None,2021-06-24,126787,469,33,425,3455,3,,,125866,3417,128345,3515
Africa,Algeria,None,2021-06-25,126789,440,32,425,3455,3,,,125866,3417,128371,3516
Africa,Algeria,None,2021-06-26,126791,413,30,425,3456,3,,,125866,3417,128397,3518
Africa,Algeria,None,2021-06-27,126793,388,29,425,3456,3,,,125866,3417,128423,3519
Africa,Algeria,None,2021-06-28,126795,364,28,425,3456,3,,,125866,3417,128448,3520
Africa,Algeria,None,2021-06-29,126796,341,27,426,3456,2,,,125866,3417,128471,3521
Africa,Algeria,None,2021-06-30,126797,320,25,426,3456,2,,,125866,3417,128495,3522
Africa,Algeria,None,2021-07-01,126798,300,24,426,3456,2,,,125866,3417,128518,3523
Africa,Algeria,None,2021-07-02,126799,282,23,426,3456,2,,,125866,3417,128541,3524
Africa,Algeria,None,2021-07-03,126800,264,22,426,3456,2,,,125866,3417,128564,3524
Africa,Algeria,None,2021-07-04,126800,247,21,426,3456,2,,,125866,3417,128585,3525
Africa,Algeria,None,2021-07-05,126801,232,20,426,3456,2,,,125866,3417,128607,3526
Africa,Algeria,None,2021-07-06,126802,217,19,426,3456,2,,,125866,3417,128629,3527
Africa,Algeria,None,2021-07-07,126802,204,19,426,3456,1,,,125866,3417,128650,3528
Africa,Algeria,None,2021-07-08,126802,191,18,426,3456,1,,,125866,3417,128670,3528
Africa,Algeria,None,2021-07-09,126803,179,17,426,3456,1,,,125866,3417,128691,3529
Africa,Algeria,None,2021-07-10,126803,167,16,426,3456,1,,,125866,3417,128711,3530
Africa,Algeria,None,2021-07-11,126803,157,15,426,3456,1,,,125866,3417,128731,3531
Africa,Algeria,None,2021-07-12,126804,147,15,426,3456,1,,,125866,3417,128752,3532
Africa,Algeria,None,2021-07-13,126804,138,14,426,3456,1,,,125866,3417,128771,3532
Africa,Algeria,None,2021-07-14,126804,129,13,426,3456,1,,,125866,3417,128790,3533
Africa,Algeria,None,2021-07-15,126804,121,13,426,3456,1,,,125866,3417,128809,3534
Africa,Angola,None,2021-05-23,32255,3809,147,347,711,28,,,32255,711,32255,711
Africa,Angola,None,2021-05-24,32562,3872,149,356,719,29,,,32255,714,33120,724
Africa,Angola,None,2021-05-25,32870,3932,152,365,727,29,,,32255,720,33659,734
Africa,Angola,None,2021-05-26,33179,3989,154,374,735,30,,,32255,727,34145,743
Africa,Angola,None,2021-05-27,33488,4044,157,384,743,30,,,32372,733,34604,753
Africa,Angola,None,2021-05-28,33798,4096,159,393,751,30,,,32550,740,35046,762
Africa,Angola,None,2021-05-29,34108,4145,161,402,760,31,,,32741,748,35475,772
Africa,Angola,None,2021-05-30,34417,4190,163,412,769,31,,,32941,756,35893,782
Africa,Angola,None,2021-05-31,34725,4232,165,421,778,31,,,33147,765,36303,791
Africa,Angola,None,2021-06-01,35033,4271,167,430,787,32,,,33359,773,36707,801
Africa,Angola,None,2021-06-02,35338,4306,169,439,796,32,,,33574,781,37102,811
Africa,Angola,None,2021-06-03,35642,4337,171,448,806,32,,,33792,790,37492,822
Africa,Angola,None,2021-06-04,35943,4364,172,457,815,32,,,34010,799,37876,831
Africa,Angola,None,2021-06-05,36242,4387,174,466,825,33,,,34230,808,38254,842
